YM,brand,product,category,pu,rev
2020-09,epson,371764,computers.peripherals.printer,1,1941.87
2020-09,epson,1030456,electronics.video.projector,1,1653.72
2020-09,epson,1135936,computers.peripherals.printer,1,277.1
2020-09,epson,1271390,computers.peripherals.printer,1,439.49
2020-09,epson,4013522,computers.peripherals.printer,2,688.14
2020-09,epson,4047245,computers.peripherals.printer,1,381.62
2020-09,espada,1027481,,1,82.06
2020-09,favourite,1285468,construction.tools.welding,2,119.9
2020-09,formula,1756724,,2,68.12
2020-09,foxline,4156046,,1,64.74
2020-09,fubag,1263516,,5,454.02000000000004
2020-09,fubag,1745718,,1,87.56
2020-09,fubag,1785097,,1,161.94
2020-09,genius,1703943,computers.peripherals.camera,1,41.32
2020-09,gigabyte,664113,computers.components.motherboard,1,56.27
2020-09,gigabyte,912103,computers.components.videocards,1,86.06
2020-09,gigabyte,1271563,computers.components.motherboard,2,127.96
2020-09,gigabyte,1578301,computers.components.motherboard,1,77.06
2020-09,gigabyte,3627719,computers.components.videocards,1,1828.0999999999997
2020-09,gigabyte,3828706,computers.components.videocards,2,959.04
2020-09,gigabyte,4079099,computers.components.videocards,1,590.6
2020-09,gigabyte,4079422,computers.components.videocards,1,418.48
2020-09,gigabyte,4099645,computers.components.videocards,6,1756.9799999999998
2020-09,gigabyte,4154414,computers.components.videocards,1,202.67
2020-09,gorenje,1528927,,1,177.59
2020-09,greenconnect,857266,electronics.audio.acoustic,2,83.42999999999999
2020-09,greenconnect,1682286,,1,32.92
2020-09,hama,685536,country_yard.weather_station,1,21.02
2020-09,hama,889614,computers.peripherals.monitor,1,45.35
2020-09,hama,1587000,accessories.bag,1,37.51
2020-09,hama,3790344,computers.peripherals.monitor,1,35.05
2020-09,hama,4078840,electronics.audio.microphone,1,19.84
2020-09,hikoki,4079531,,1,350.1
2020-09,hikvision,1724122,,1,38.25
2020-09,hp,608716,computers.peripherals.printer,1,191.36
2020-09,hp,623426,stationery.cartrige,4,147.85
2020-09,hp,631434,computers.peripherals.printer,1,228.05
2020-09,hp,816822,computers.peripherals.printer,1,202.97
2020-09,hp,1153395,computers.peripherals.printer,1,612.59
2020-09,hp,1246962,stationery.cartrige,1,284.08
2020-09,hp,1248118,stationery.cartrige,1,126.04
2020-09,hp,3642540,stationery.cartrige,4,104.76
2020-09,hp,3721087,stationery.cartrige,1,227.6
2020-09,hp,3758903,computers.peripherals.printer,1,376.11
2020-09,hp,3760250,computers.peripherals.printer,1,438.11
2020-09,huawei,787928,,1,98.76
2020-09,huawei,846904,computers.peripherals.wifi,1,298.1
2020-09,huter,502287,,1,395.54
2020-09,hyperx,349253,,1,47.78
2020-09,hyperx,349256,,1,343.12
2020-09,hyperx,350501,,1,86.48
2020-09,hyperx,910547,,1,96.41
2020-09,hyperx,2823479,,1,194.95
2020-09,hyperx,4013214,,1,87.63
2020-09,ibox,1153795,electronics.telephone,1,2.86
2020-09,id-cooling,4102216,computers.components.cooler,1,27.52
2020-09,iiyama,1735133,computers.peripherals.monitor,1,424.48
2020-09,infinity,1414228,electronics.audio.acoustic,1,93.65
2020-09,intel,394411,computers.components.cpu,1,335.52
2020-09,intel,4154233,computers.components.cpu,1,533.56
2020-09,janome,193859,appliances.sewing_machine,1,629.94
2020-09,janome,254139,appliances.sewing_machine,1,242.48
2020-09,jvc,1153299,auto.accessories.player,1,224.44
2020-09,jvc,4170282,auto.accessories.player,1,83.17
2020-09,keenetic,1154498,computers.peripherals.wifi,1,260
2020-09,keenetic,1723799,computers.peripherals.wifi,1,104.6
2020-09,kenwood,4100427,auto.accessories.player,2,209.72
2020-09,kingston,47969,,1,14.78
2020-09,kingston,4101759,,1,41.94
2020-09,kitfort,1613603,,1,290.8
2020-09,kitfort,1747855,,2,421.89
2020-09,kitfort,1747857,,2,607
2020-09,kitfort,1757104,appliances.kitchen.kettle,1,175.56
2020-09,kromax,292920,,1,51.14
2020-09,kyocera,1355099,computers.peripherals.printer,1,1037.94
2020-09,kyocera,4078417,computers.peripherals.printer,3,1303.8
2020-09,leeco,1703412,electronics.telephone,1,208.26
2020-09,lexmark,3698752,stationery.cartrige,2,104.1
2020-09,lg,650073,,1,123.35
2020-09,lg,1248342,computers.peripherals.monitor,1,110.03
2020-09,lg,3632594,,2,49.050000000000004
2020-09,lg,3648633,electronics.video.tv,1,418.02
2020-09,logitech,4279,computers.peripherals.camera,6,185.22000000000003
2020-09,logitech,6476,computers.peripherals.camera,2,267.55
2020-09,logitech,7887,computers.peripherals.camera,1,43.11
2020-09,logitech,822426,computers.peripherals.camera,3,1110.15
2020-09,lunatik,1009156,electronics.telephone,1,26.83
2020-09,metabo,947773,,2,580.89
2020-09,microsoft,123668,computers.peripherals.keyboard,1,50.11
2020-09,microsoft,4031353,,1,284.46
2020-09,mikrotik,1803705,,1,12.46
2020-09,mobilepc,798683,computers.notebook,1,23.33
2020-09,mobilepc,802292,computers.notebook,1,46.34
2020-09,mobilepc,864123,computers.notebook,1,20.56
2020-09,mobilepc,1044616,computers.notebook,1,22.22
2020-09,mobilepc,1296104,computers.notebook,1,28.89
2020-09,moxom,1270376,,1,31.42
2020-09,moxom,3506395,,1,12.14
2020-09,msi,877060,computers.components.videocards,1,187.29
2020-09,msi,4079420,computers.components.videocards,1,449.51
2020-09,msi,4099834,computers.components.videocards,1,471.52
2020-09,msi,4101558,computers.components.videocards,1,523.56
2020-09,msi,4183856,computers.components.videocards,1,430.12
2020-09,navitel,4086284,auto.accessories.gps,3,362.52
2020-09,netproduct,606348,stationery.cartrige,1,13.57
2020-09,noreve,854,electronics.telephone,1,10.99
2020-09,nv-print,367545,stationery.cartrige,1,14.08
2020-09,nv-print,471387,stationery.cartrige,4,97.02
2020-09,nv-print,630863,stationery.cartrige,2,158.58
2020-09,nv-print,885572,stationery.cartrige,3,148.47000000000003
2020-09,nv-print,911680,stationery.cartrige,1,42.42
2020-09,nv-print,1040150,stationery.cartrige,1,64.5
2020-09,nv-print,4102331,stationery.cartrige,1,23.9
2020-09,onkron,4078967,,1,39.67
2020-09,orient,863994,,1,27.25
2020-09,p.i.t,3536996,,1,36.59
2020-09,p.i.t,3580373,stationery.stapler,1,103.36
2020-09,p.i.t.,1344853,,1,19.9
2020-09,p.i.t.,3817458,construction.tools.painting,1,51.21
2020-09,palit,4099648,computers.components.videocards,1,518.76
2020-09,palmexx,175949,computers.peripherals.vr,1,36.03
2020-09,palmexx,223427,computers.notebook,1,28.1
2020-09,palmexx,466153,computers.notebook,1,28.1
2020-09,palmexx,871692,,1,11.65
2020-09,palmexx,903734,,1,62.849999999999994
2020-09,palmexx,1400158,,1,16.98
2020-09,palmexx,4099883,,1,111.74
2020-09,panasonic,72922,electronics.audio.headphone,1,27.84
2020-09,panasonic,1016822,electronics.camera.video,1,607.92
2020-09,panasonic,1724958,,1,679.02
2020-09,panasonic,3721194,,1,93.51
2020-09,pantum,665670,computers.peripherals.printer,1,139.86
2020-09,pantum,1757030,computers.peripherals.printer,3,474.28
2020-09,pantum,3829912,computers.peripherals.printer,4,614.3
2020-09,pantum,3829913,computers.peripherals.printer,1,232.1
2020-09,patriot,1036713,,1,793.49
2020-09,pccooler,1414313,computers.components.cooler,1,35.06
2020-09,perfeo,1803560,electronics.audio.acoustic,1,15.16
2020-09,perfeo,3506322,computers.components.tv_tuner,2,58.47
2020-09,philips,3556912,computers.peripherals.monitor,1,171.83
2020-09,pilotage,3580458,,1,53.17
2020-09,pioneer,167423,electronics.audio.acoustic,1,41.75
2020-09,pioneer,495121,,1,103.83
2020-09,pioneer,1044429,auto.accessories.player,1,96.35
2020-09,pioneer,1633763,auto.accessories.player,1,127.48
2020-09,pioneer,1829599,,1,156.27
2020-09,pioneer,1843507,auto.accessories.player,1,307.66
2020-09,pioneer,4079501,auto.accessories.player,1,115.71
2020-09,pioneer,4099764,auto.accessories.player,1,126.68
2020-09,pitatel,770282,computers.notebook,1,20.29
2020-09,pitatel,803648,,1,38.1
2020-09,pitatel,820245,computers.notebook,1,110.01
2020-09,pitatel,895532,appliances.environment.vacuum,2,93.66
2020-09,pitatel,1682682,,1,14.44
2020-09,pitatel,1794883,appliances.environment.vacuum,1,57.46
2020-09,pitatel,2835752,computers.notebook,2,188.1
2020-09,pmma,3829176,,2,34.36
2020-09,pocketbook,4027952,computers.ebooks,6,2836.5699999999993
2020-09,polaris,1507708,appliances.kitchen.kettle,2,128.68
2020-09,powercolor,4079061,computers.components.videocards,1,399.48
2020-09,powercom,1530287,,2,852.64
2020-09,prology,1007253,auto.accessories.player,1,403.38
2020-09,qnap,895785,computers.peripherals.nas,1,309.21
2020-09,redmond,350505,,1,27.32
2020-09,redmond,1614100,,1,116.49
2020-09,redmond,3809407,appliances.environment.vacuum,1,167.94
2020-09,ritmix,955583,computers.desktop,1,9.21
2020-09,ritmix,1522055,electronics.audio.dictaphone,1,31.21
2020-09,ritmix,1643272,computers.peripherals.joystick,1,34.54
2020-09,ritmix,3620813,electronics.audio.microphone,2,104.98
2020-09,saitek,1008716,computers.peripherals.joystick,1,310.2
2020-09,samsung,218977,electronics.telephone,1,9.37
2020-09,samsung,886022,,1,26.57
2020-09,samsung,957591,electronics.tablet,2,55.230000000000004
2020-09,samsung,1660263,electronics.tablet,1,47.49
2020-09,samsung,1843520,,1,14.6
2020-09,samsung,3605421,,1,28.62
2020-09,samsung,3616980,electronics.tablet,1,344.64
2020-09,samsung,3828891,electronics.telephone,1,102.66
2020-09,samsung,3829572,electronics.tablet,5,460.96
2020-09,samsung,4013167,electronics.telephone,1,1216.24
2020-09,samsung,4047109,,1,33.08
2020-09,samsung,4170505,electronics.telephone,1,69.3
2020-09,sandisk,1038724,,2,30.630000000000003
2020-09,sandisk,1820952,,1,21.81
2020-09,sapphire,893196,computers.components.videocards,1,428.2
2020-09,sapphire,919786,computers.components.videocards,1,265.05
2020-09,sapphire,4155385,computers.components.videocards,1,2697.8500000000004
2020-09,seagate,576276,computers.components.hdd,1,107.63
2020-09,seagate,1542000,computers.components.hdd,1,136.74
2020-09,sirius,758792,electronics.telephone,1,20.14
2020-09,sirius,828590,electronics.telephone,2,41.58
2020-09,sirius,852709,electronics.telephone,1,11.51
2020-09,sirius,903592,electronics.telephone,1,13.73
2020-09,sirius,1247635,electronics.telephone,1,83.8
2020-09,sirius,1282225,computers.notebook,1,16.98
2020-09,sirius,1613812,electronics.telephone,1,63.33
2020-09,sirius,1666931,electronics.telephone,2,58.11
2020-09,sirius,1715918,electronics.telephone,1,33.97
2020-09,sirius,1745080,electronics.telephone,1,19.84
2020-09,sirius,1821542,electronics.telephone,1,23.65
2020-09,sirius,1821557,electronics.telephone,3,48.57000000000001
2020-09,sirius,1821672,electronics.telephone,1,65.72
2020-09,sirius,1821724,electronics.telephone,1,38.74
2020-09,sirius,1821803,electronics.telephone,1,30.48
2020-09,sirius,3580831,electronics.tablet,1,13.1
2020-09,sirius,3755038,electronics.telephone,3,70.44
2020-09,sirius,3828207,electronics.telephone,2,58.29
2020-09,sirius,3828270,electronics.telephone,1,30.54
2020-09,sirius,4013433,electronics.telephone,1,39.84
2020-09,sirius,4013582,electronics.telephone,1,26.98
2020-09,skymoto,3758635,,1,72.38
2020-09,smartbuy,1428879,computers.components.hdd,1,40.24
2020-09,smartbuy,1652788,,1,1.57
2020-09,sony,243090,,1,240.11
2020-09,sony,1676906,auto.accessories.player,1,437.96
2020-09,sony,1703589,,1,15.87
2020-09,spigen,1724385,electronics.telephone,1,29.52
2020-09,spigen,4079057,electronics.telephone,1,29.52
2020-09,steelseries,1371114,computers.desktop,1,414.13
2020-09,steelseries,4154802,computers.peripherals.keyboard,1,210.9
2020-09,superfine,852631,stationery.cartrige,1,14.48
2020-09,supermicro,1507291,computers.components.power_supply,1,217.57
2020-09,svc,759828,,1,79.87
2020-09,sven,847515,computers.peripherals.mouse,1,18.7
2020-09,sven,4099919,electronics.audio.acoustic,1,99.19
2020-09,swat,1443807,,1,55.87
2020-09,thermaltake,1634476,,1,378.34
2020-09,thomson,3829292,electronics.audio.headphone,1,28.19
2020-09,topon,611685,computers.notebook,1,31.42
2020-09,topon,620230,computers.notebook,1,15.24
2020-09,topon,883919,appliances.environment.vacuum,2,179.35
2020-09,topon,885848,computers.notebook,1,29.52
2020-09,topon,885851,computers.notebook,1,28.73
2020-09,topon,910110,,2,114.28
2020-09,topon,1038751,computers.notebook,1,12.86
2020-09,topon,1296114,computers.notebook,1,12.43
2020-09,topon,1504936,,1,38.7
2020-09,topon,1506673,,1,28.1
2020-09,topon,1559252,computers.notebook,1,72.38
2020-09,topon,1651978,appliances.environment.vacuum,1,86.67
2020-09,toshiba,628544,computers.components.hdd,2,334.48
2020-09,tp-link,1135032,computers.network.router,1,183.97
2020-09,transcend,6285,,1,32.95
2020-09,transcend,1247425,,1,24.54
2020-09,ubiquiti,895769,computers.peripherals.wifi,2,777.1500000000001
2020-09,ubiquiti,912085,computers.peripherals.wifi,1,130.73
2020-09,ural,3648387,electronics.audio.acoustic,1,28.57
2020-09,videx,1135857,stationery.battery,1,11.95
2020-09,xerox,206002,stationery.cartrige,1,67.92
2020-09,xerox,206003,stationery.cartrige,1,62.65
2020-09,xerox,206004,stationery.cartrige,1,66.41
2020-09,xerox,264645,stationery.cartrige,1,90.68
2020-09,xerox,889263,computers.peripherals.printer,2,812.08
2020-09,xerox,1549819,stationery.cartrige,1,138.7
2020-09,xerox,3829661,stationery.cartrige,1,92.05
2020-09,xiaomi,1029356,,2,32.38
2020-09,zalman,180228,computers.components.cooler,2,22.26
2020-09,zalman,1484739,,1,54.52
2020-09,zetton,1549524,,1,18.57
2020-09,zyxel,589647,computers.peripherals.wifi,1,284.11
2020-09,zyxel,1283197,computers.peripherals.nas,1,123.79
2020-10,,526,,1,12.54
2020-10,,817,,3,34.86
2020-10,,872,,2,34.86
2020-10,,945,,2,27.16
2020-10,,2349,,2,3.14
2020-10,,2717,computers.components.network_adapter,1,10.87
2020-10,,4442,,3,39.36
2020-10,,5879,,1,13.17
2020-10,,5913,computers.components.hdd,4,198.28
2020-10,,6440,electronics.telephone,1,7
2020-10,,16101,computers.peripherals.camera,9,394.94
2020-10,,16862,computers.peripherals.camera,1,21.6
2020-10,,47379,,1,15.4
2020-10,,83923,electronics.audio.acoustic,1,378.81
2020-10,,89030,,1,207.27
2020-10,,92283,,2,265.62
2020-10,,123304,computers.peripherals.mouse,1,25.33
2020-10,,129244,,1,125.11
2020-10,,175126,auto.accessories.parktronic,3,121.22999999999999
2020-10,,175144,auto.accessories.parktronic,1,111.47999999999999
2020-10,,215096,,1,1.57
2020-10,,215261,,1,10.84
2020-10,,215454,,7,127.53000000000002
2020-10,,217782,computers.notebook,1,26.33
2020-10,,220485,computers.notebook,1,19.37
2020-10,,220631,computers.notebook,1,20
2020-10,,223258,electronics.telephone,1,10.62
2020-10,,223284,stationery.cartrige,1,87.05
2020-10,,224367,,1,38.74
2020-10,,224371,,2,38.74
2020-10,,224911,stationery.cartrige,1,71.83
2020-10,,225066,,1,24.12
2020-10,,225075,stationery.cartrige,1,11.43
2020-10,,225178,stationery.cartrige,1,46.03
2020-10,,225528,computers.peripherals.printer,1,135.21
2020-10,,227287,,1,6.28
2020-10,,227388,computers.components.hdd,1,152.27
2020-10,,227829,,1,3.14
2020-10,,236913,,1,18.73
2020-10,,244496,stationery.battery,1,10.73
2020-10,,246840,,1,27.32
2020-10,,246841,,33,1344.120000000001
2020-10,,248384,,1,71.02
2020-10,,252228,electronics.tablet,1,12.22
